date,industry_id,volume,Y1,Y2,Y3,Y4
2018-06-20,2,16903363,-2.6219,-0.9295,-4.421,-0.082
2018-06-21,2,18635594,1.0248,-3.8497,0.935,1.206
2018-06-22,2,30300193,6.2593,7.7787,8.220,7.837
2018-06-25,2,17042930,-4.3753,0.2484,0.033,-1.639
2018-06-26,2,16629816,-0.2424,-0.2103,-1.842,-1.103
2018-06-27,2,16987078,0.2148,-1.6669,-0.912,-0.600
2018-06-28,2,20385044,2.0003,0.9064,1.280,10.901
2018-06-29,2,18690898,-0.8311,0.3425,9.164,1.753
2018-07-02,2,18071890,-0.3312,8.5296,1.363,3.212
2018-07-03,2,9752986,-4.6032,-3.8674,-2.870,-4.149
2018-07-05,2,15903571,6.3064,1.6264,-0.459,-1.130
2018-07-06,2,13678864,-1.3989,-1.7940,-2.370,-1.885
2018-07-09,2,16669444,2.1863,-0.7023,-0.111,1.682
2018-07-10,2,17928619,0.7554,0.6358,2.564,4.102
2018-07-11,2,16856844,-0.5978,1.8134,3.259,0.519
2018-07-12,2,14269308,-1.5350,1.2234,-1.096,-2.118
2018-07-13,2,12713836,-1.0901,-2.0663,-2.977,-1.903
2018-07-16,2,16025038,2.6044,-1.1477,0.206,0.735
2018-07-17,2,18102650,1.2965,1.5292,2.127,2.806
2018-07-18,2,15701551,-1.3264,0.5181,1.107,0.327
2018-07-19,2,14928128,-0.4926,0.5603,-0.182,-4.538
2018-07-20,2,14136088,-0.5306,-0.7030,-4.828,-2.941
2018-07-23,2,15204951,0.7561,-4.4366,-2.407,-1.407
2018-07-24,2,27330531,7.9748,3.6482,5.446,6.554
2018-07-25,2,20025071,-2.6730,1.3172,2.129,-0.372
2018-07-26,2,17694444,-1.1639,0.7174,-1.492,-4.396
2018-07-27,2,16509942,-0.6694,-2.0617,-4.772,-3.688
2018-07-30,2,20797886,2.5972,-3.4137,-2.049,-3.904
2018-07-31,2,31577417,5.1830,2.0719,-0.744,2.938
2018-08-01,2,26157742,-1.7163,-2.3330,0.718,-0.066
2018-08-02,2,34117440,3.0430,3.9788,2.957,-0.225
2018-08-03,2,24406498,-2.8463,-0.7313,-3.007,2.697
2018-08-06,2,26332110,0.7890,-2.4554,3.699,3.439
2018-08-07,2,34902011,3.2545,8.1571,7.813,10.140
2018-08-08,2,19222202,-4.4925,-0.1896,1.092,1.230
2018-08-09,2,19593701,0.1933,1.3064,1.447,2.122
2018-08-10,2,17329749,-1.1554,0.1247,0.721,-1.516
2018-08-13,2,17116356,-0.1231,0.5892,-1.620,-1.183
2018-08-14,2,16163906,-0.5565,-2.0864,-1.674,-3.751
2018-08-15,2,20425594,2.6365,0.5217,-2.104,-0.626
2018-08-16,2,19412914,-0.4958,-2.4952,-1.090,-1.244
2018-08-17,2,25867220,3.3247,1.8718,1.667,5.687
2018-08-20,2,21788832,-1.5767,-0.1727,3.214,2.540
2018-08-21,2,22171790,0.1758,3.4458,2.760,4.986
2018-08-22,2,16489747,-2.5627,-0.5098,1.146,-1.663
2018-08-23,2,17375492,0.5371,1.7445,-1.215,-0.616
2018-08-24,2,14794523,-1.4854,-2.5199,-2.010,-2.511
2018-08-27,2,19778416,3.3687,0.6818,0.012,2.986
2018-08-28,2,18516002,-0.6383,-0.6267,2.157,-0.905
2018-08-29,2,19754010,0.6686,2.9701,-0.297,0.664
2018-08-30,2,15230387,-2.2900,-2.5190,-1.778,-3.313
2018-08-31,2,20358749,3.3672,0.9902,-1.062,2.240
2018-09-04,2,18524534,-0.9009,-1.8671,1.138,1.698
2018-09-05,2,22777391,2.2958,3.6946,4.383,4.950
2018-09-06,2,16632352,-2.6979,0.5028,0.917,-0.962
2018-09-07,2,15836137,-0.4787,0.3942,-1.395,-0.220
2018-09-10,2,15235521,-0.3793,-1.7212,-0.591,0.955
2018-09-11,2,18403016,2.0790,1.3650,3.233,4.866
2018-09-12,2,16192642,-1.2011,1.6434,3.080,-2.602
2018-09-13,2,13907155,-1.4114,1.2342,-3.646,-2.186
2018-09-14,2,12379261,-1.0986,-4.3440,-3.044,-2.169
2018-09-17,2,21886826,7.6802,2.2983,3.845,3.810
2018-09-18,2,17796670,-1.8688,1.2579,1.229,-3.795
2018-09-19,2,15808211,-1.1173,-0.0254,-4.488,1.886
2018-09-20,2,15848462,0.0255,-4.4744,1.917,-0.769
2018-09-21,2,28681860,8.0976,11.5661,6.707,7.517
2018-09-24,2,13299489,-5.3631,-2.2533,-1.877,-1.120
2018-09-25,2,17167956,2.9087,0.4851,1.462,-0.546
2018-09-26,2,16373606,-0.4627,0.9321,-0.983,
2018-09-27,2,14977518,-0.8526,-1.7519,,
2018-09-28,2,18158829,2.1241,,,
